 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
 0            SN2009D
